Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
1332108;1000007030344061645;63806103223523;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.105, 0.061, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.193, 0.045, 0.980);(-0.034, 0.000, 0.000);0.309;4.116;13.304;VALID;(-0.001, 0.076, 0.997);(0.034, 0.000, 0.000);0.303;3.973;13.131;0.3356994;0
1332109;1000007030349063110;63806103223545;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.104, 0.062, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.193, 0.047, 0.980);(-0.034, 0.000, 0.000);0.310;4.122;13.304;VALID;(-0.002, 0.078, 0.997);(0.034, 0.000, 0.000);0.302;3.970;13.131;0.3352255;0
1332110;1000007030354064435;63806103223545;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.107, 0.063, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.193, 0.048, 0.980);(-0.034, 0.000, 0.000);0.310;4.126;13.304;VALID;(-0.002, 0.078, 0.997);(0.034, 0.000, 0.000);0.302;3.972;13.131;0.3354384;0
1332111;1000007030359065620;63806103223545;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.110, 0.063, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.193, 0.049, 0.980);(-0.034, 0.000, 0.000);0.310;4.128;13.304;VALID;(-0.003, 0.078, 0.997);(0.034, 0.000, 0.000);0.303;3.976;13.131;0.3355909;0
1332112;1000007030364066666;63806103223545;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.112, 0.064, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.192, 0.050, 0.980);(-0.034, 0.000, 0.000);0.311;4.132;13.304;VALID;(-0.004, 0.078, 0.997);(0.034, 0.000, 0.000);0.303;3.980;13.131;0.3353836;0
1332113;1000007030369067573;63806103223545;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.112, 0.064, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.191, 0.051, 0.980);(-0.034, 0.000, 0.000);0.311;4.135;13.304;VALID;(-0.003, 0.078, 0.997);(0.034, 0.000, 0.000);0.303;3.983;13.131;0.3387828;0
1332114;1000007030374068342;63806103223563;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.112, 0.064, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.191, 0.052, 0.980);(-0.034, 0.000, 0.000);0.311;4.138;13.304;VALID;(-0.004, 0.078, 0.997);(0.034, 0.000, 0.000);0.304;3.986;13.131;0.3388159;0
1332115;1000007030379072488;63806103223563;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.114, 0.065, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.053, 0.980);(-0.034, 0.000, 0.000);0.311;4.143;13.304;VALID;(-0.004, 0.078, 0.997);(0.034, 0.000, 0.000);0.304;3.991;13.131;0.3388772;0
1332116;1000007030384076620;63806103223563;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.041, 0.998);VALID;(0.115, 0.066, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.055, 0.980);(-0.034, 0.000, 0.000);0.312;4.145;13.304;VALID;(-0.005, 0.078, 0.997);(0.034, 0.000, 0.000);0.304;3.995;13.131;0.3388142;0
1332117;1000007030389080711;63806103223581;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.042, 0.998);VALID;(0.116, 0.066, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.056, 0.980);(-0.034, 0.000, 0.000);0.312;4.147;13.304;VALID;(-0.005, 0.078, 0.997);(0.034, 0.000, 0.000);0.304;3.997;13.131;0.3387559;0
1332118;1000007030394081408;63806103223582;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.042, 0.998);VALID;(0.117, 0.066, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.057, 0.980);(-0.034, 0.000, 0.000);0.312;4.150;13.304;VALID;(-0.006, 0.078, 0.997);(0.034, 0.000, 0.000);0.305;4.000;13.131;0.33874;0
1332119;1000007030399082238;63806103223582;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.042, 0.998);VALID;(0.118, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.058, 0.980);(-0.034, 0.000, 0.000);0.312;4.154;13.304;VALID;(-0.006, 0.078, 0.997);(0.034, 0.000, 0.000);0.305;4.004;13.131;0.3385795;0
1332120;1000007030404083200;63806103223582;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.042, 0.998);VALID;(0.118, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.190, 0.059, 0.980);(-0.034, 0.000, 0.000);0.312;4.157;13.304;VALID;(-0.007, 0.078, 0.997);(0.034, 0.000, 0.000);0.306;4.015;13.131;0.3384905;0
1332121;1000007030409084294;63806103223602;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.117, 0.068, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.189, 0.060, 0.980);(-0.034, 0.000, 0.000);0.313;4.162;13.304;VALID;(-0.007, 0.078, 0.997);(0.034, 0.000, 0.000);0.307;4.025;13.131;0.3375871;0
1332122;1000007030414085519;63806103223602;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.114, 0.069, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.189, 0.060, 0.980);(-0.034, 0.000, 0.000);0.313;4.165;13.304;VALID;(-0.009, 0.079, 0.997);(0.034, 0.000, 0.000);0.307;4.032;13.131;0.3354231;0
1332123;1000007030419086875;63806103223602;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.114, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.189, 0.061, 0.980);(-0.034, 0.000, 0.000);0.313;4.168;13.304;VALID;(-0.010, 0.079, 0.997);(0.034, 0.000, 0.000);0.308;4.040;13.131;0.3346606;0
1332124;1000007030424088361;63806103223602;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.113, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.188, 0.061, 0.980);(-0.034, 0.000, 0.000);0.313;4.171;13.304;VALID;(-0.011, 0.080, 0.997);(0.034, 0.000, 0.000);0.308;4.050;13.131;0.3340068;0
1332125;1000007030429089950;63806103223619;(-0.468, 0.116, -0.166);(0.016, -0.047, 0.042, 0.998);VALID;(0.114, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.188, 0.061, 0.980);(-0.034, 0.000, 0.000);0.314;4.173;13.304;VALID;(-0.011, 0.079, 0.997);(0.034, 0.000, 0.000);0.309;4.054;13.131;0.3343616;0
1332126;1000007030434091533;63806103223619;(-0.468, 0.116, -0.166);(0.016, -0.047, 0.042, 0.998);VALID;(0.114, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.187, 0.061, 0.980);(-0.034, 0.000, 0.000);0.314;4.176;13.304;VALID;(-0.011, 0.080, 0.997);(0.034, 0.000, 0.000);0.309;4.058;13.131;0.3350387;0
1332127;1000007030439096544;63806103223619;(-0.468, 0.116, -0.166);(0.016, -0.047, 0.042, 0.998);VALID;(0.114, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.187, 0.062, 0.980);(-0.034, 0.000, 0.000);0.314;4.177;13.304;VALID;(-0.012, 0.080, 0.997);(0.034, 0.000, 0.000);0.309;4.061;13.131;0.3354144;0
1332128;1000007030444097969;63806103223641;(-0.468, 0.117, -0.166);(0.016, -0.047, 0.043, 0.998);VALID;(0.114, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.186, 0.063, 0.980);(-0.034, 0.000, 0.000);0.314;4.180;13.304;VALID;(-0.012, 0.080, 0.997);(0.034, 0.000, 0.000);0.310;4.066;13.131;0.3353802;0
1332129;1000007030449099254;63806103223641;(-0.468, 0.117, -0.166);(0.016, -0.047, 0.043, 0.998);VALID;(0.114, 0.072, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.186, 0.063, 0.980);(-0.034, 0.000, 0.000);0.315;4.186;13.304;VALID;(-0.012, 0.080, 0.997);(0.034, 0.000, 0.000);0.310;4.072;13.131;0.3355131;0
1332130;1000007030454100400;63806103223641;(-0.468, 0.117, -0.166);(0.016, -0.047, 0.043, 0.998);VALID;(0.114, 0.072, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.186, 0.064, 0.980);(-0.034, 0.000, 0.000);0.315;4.191;13.304;VALID;(-0.012, 0.080, 0.997);(0.034, 0.000, 0.000);0.311;4.078;13.131;0.3359437;0
1332131;1000007030459101407;63806103223641;(-0.468, 0.117, -0.166);(0.016, -0.047, 0.043, 0.998);VALID;(0.114, 0.072, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.186, 0.065, 0.980);(-0.034, 0.000, 0.000);0.315;4.195;13.304;VALID;(-0.013, 0.080, 0.997);(0.034, 0.000, 0.000);0.311;4.083;13.131;0.3357535;0
1332132;1000007030464102275;63806103223642;(-0.468, 0.117, -0.166);(0.016, -0.047, 0.043, 0.998);VALID;(0.114, 0.073, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.186, 0.065, 0.980);(-0.034, 0.000, 0.000);0.316;4.199;13.304;VALID;(-0.013, 0.080, 0.997);(0.034, 0.000, 0.000);0.311;4.087;13.131;0.3356736;0
1332133;1000007030469106438;63806103223660;(-0.468, 0.117, -0.166);(0.015, -0.047, 0.043, 0.998);VALID;(0.115, 0.073, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.185, 0.066, 0.980);(-0.034, 0.000, 0.000);0.316;4.201;13.304;VALID;(-0.013, 0.080, 0.997);(0.034, 0.000, 0.000);0.312;4.093;13.131;0.3360047;0
1332134;1000007030474110533;63806103223660;(-0.468, 0.117, -0.166);(0.015, -0.047, 0.043, 0.998);VALID;(0.116, 0.073, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.185, 0.066, 0.980);(-0.034, 0.000, 0.000);0.316;4.204;13.304;VALID;(-0.013, 0.080, 0.997);(0.034, 0.000, 0.000);0.312;4.097;13.131;0.3366539;0
1332135;1000007030479114640;63806103223660;(-0.468, 0.117, -0.166);(0.015, -0.047, 0.043, 0.998);VALID;(0.116, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.185, 0.066, 0.981);(-0.034, 0.000, 0.000);0.316;4.207;13.304;VALID;(-0.014, 0.081, 0.997);(0.034, 0.000, 0.000);0.312;4.102;13.131;0.3354343;0
1332136;1000007030484115326;63806103223660;(-0.468, 0.117, -0.166);(0.015, -0.047, 0.043, 0.998);VALID;(0.117, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.185, 0.067, 0.981);(-0.034, 0.000, 0.000);0.316;4.210;13.304;VALID;(-0.015, 0.081, 0.997);(0.034, 0.000, 0.000);0.313;4.107;13.131;0.3345864;0
1332137;1000007030489116145;63806103223680;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.119, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.185, 0.067, 0.981);(-0.034, 0.000, 0.000);0.317;4.213;13.304;VALID;(-0.014, 0.081, 0.997);(0.034, 0.000, 0.000);0.313;4.113;13.131;0.3355267;0
1332138;1000007030494117096;63806103223680;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.117, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.185, 0.067, 0.981);(-0.034, 0.000, 0.000);0.317;4.218;13.304;VALID;(-0.015, 0.082, 0.997);(0.034, 0.000, 0.000);0.314;4.117;13.131;0.3344205;0
1332139;1000007030499118179;63806103223680;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.118, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.184, 0.067, 0.981);(-0.034, 0.000, 0.000);0.317;4.220;13.304;VALID;(-0.015, 0.082, 0.996);(0.034, 0.000, 0.000);0.314;4.121;13.131;0.3341172;0
1332140;1000007030504119394;63806103223680;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.118, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.184, 0.067, 0.981);(-0.034, 0.000, 0.000);0.317;4.220;13.304;VALID;(-0.015, 0.082, 0.997);(0.034, 0.000, 0.000);0.314;4.125;13.131;0.3351699;0
1332141;1000007030509120740;63806103223701;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.118, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.183, 0.067, 0.981);(-0.034, 0.000, 0.000);0.317;4.224;13.304;VALID;(-0.015, 0.082, 0.997);(0.034, 0.000, 0.000);0.315;4.137;13.131;0.3362481;0
1332142;1000007030514122216;63806103223701;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.118, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.183, 0.067, 0.981);(-0.034, 0.000, 0.000);0.318;4.229;13.304;VALID;(-0.016, 0.082, 0.996);(0.034, 0.000, 0.000);0.316;4.149;13.131;0.3364609;0
1332143;1000007030519123822;63806103223701;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.118, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.183, 0.067, 0.981);(-0.034, 0.000, 0.000);0.318;4.237;13.304;VALID;(-0.016, 0.082, 0.996);(0.034, 0.000, 0.000);0.316;4.155;13.131;0.3364997;0
1332144;1000007030524125423;63806103223701;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.042, 0.998);VALID;(0.118, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.182, 0.067, 0.981);(-0.034, 0.000, 0.000);0.319;4.245;13.304;VALID;(-0.016, 0.082, 0.996);(0.034, 0.000, 0.000);0.317;4.158;13.131;0.3367167;0
1332145;1000007030529127018;63806103223719;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.115, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.182, 0.067, 0.981);(-0.034, 0.000, 0.000);0.320;4.253;13.304;VALID;(-0.016, 0.083, 0.996);(0.034, 0.000, 0.000);0.317;4.160;13.131;0.3365165;0
1332146;1000007030534132041;63806103223719;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.116, 0.075, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.182, 0.067, 0.981);(-0.034, 0.000, 0.000);0.321;4.266;13.304;VALID;(-0.016, 0.083, 0.996);(0.034, 0.000, 0.000);0.318;4.170;13.131;0.337713;0
1332147;1000007030539133478;63806103223719;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.114, 0.075, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.182, 0.067, 0.981);(-0.034, 0.000, 0.000);0.322;4.279;13.304;VALID;(-0.015, 0.083, 0.996);(0.034, 0.000, 0.000);0.318;4.174;13.131;0.3382157;0
1332148;1000007030544134775;63806103223739;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.105, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.182, 0.067, 0.981);(-0.034, 0.000, 0.000);0.322;4.289;13.304;VALID;(-0.016, 0.084, 0.996);(0.034, 0.000, 0.000);0.318;4.174;13.131;0.3373422;0
1332149;1000007030549135933;63806103223739;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.107, 0.076, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.181, 0.067, 0.981);(-0.034, 0.000, 0.000);0.323;4.297;13.304;VALID;(-0.016, 0.084, 0.996);(0.034, 0.000, 0.000);0.319;4.191;13.131;0.3385314;0
1332150;1000007030554136952;63806103223739;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.099, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.181, 0.067, 0.981);(-0.034, 0.000, 0.000);0.324;4.306;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.319;4.191;13.131;0.3380004;0
1332151;1000007030559141265;63806103223739;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.101, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.181, 0.067, 0.981);(-0.034, 0.000, 0.000);0.324;4.312;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.320;4.204;13.131;0.3385209;0
1332152;1000007030564145428;63806103223760;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.102, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.180, 0.067, 0.981);(-0.034, 0.000, 0.000);0.325;4.321;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.321;4.215;13.131;0.3387982;0
1332153;1000007030569149523;63806103223760;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.104, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.180, 0.067, 0.981);(-0.034, 0.000, 0.000);0.326;4.332;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.322;4.224;13.131;0.3393195;0
1332154;1000007030574153604;63806103223760;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.105, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.180, 0.067, 0.981);(-0.034, 0.000, 0.000);0.327;4.346;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.322;4.230;13.131;0.3399788;0
1332155;1000007030579154344;63806103223760;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.105, 0.076, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.179, 0.068, 0.982);(-0.034, 0.000, 0.000);0.327;4.352;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.322;4.233;13.131;0.3412353;0
1332156;1000007030584155217;63806103223760;(-0.468, 0.117, -0.166);(0.016, -0.046, 0.043, 0.998);VALID;(0.106, 0.076, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.178, 0.068, 0.982);(-0.034, 0.000, 0.000);0.327;4.356;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.323;4.236;13.131;0.3421219;0
1332157;1000007030589156222;63806103223780;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.100, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.178, 0.068, 0.982);(-0.034, 0.000, 0.000);0.328;4.358;13.304;VALID;(-0.017, 0.086, 0.996);(0.034, 0.000, 0.000);0.322;4.233;13.131;0.3420382;0
1332158;1000007030594157359;63806103223780;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.101, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.328;4.362;13.304;VALID;(-0.017, 0.086, 0.996);(0.034, 0.000, 0.000);0.323;4.236;13.131;0.3433268;0
1332159;1000007030599158628;63806103223780;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.102, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.328;4.369;13.304;VALID;(-0.017, 0.086, 0.996);(0.034, 0.000, 0.000);0.323;4.242;13.131;0.3442594;0
1332160;1000007030604160027;63806103223780;(-0.468, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.102, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.068, 0.982);(-0.034, 0.000, 0.000);0.329;4.378;13.304;VALID;(-0.017, 0.086, 0.996);(0.034, 0.000, 0.000);0.324;4.250;13.131;0.3453217;0
1332161;1000007030609161530;63806103223800;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.103, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.069, 0.982);(-0.034, 0.000, 0.000);0.330;4.387;13.304;VALID;(-0.016, 0.086, 0.996);(0.034, 0.000, 0.000);0.324;4.258;13.131;0.3466128;0
1332162;1000007030614163055;63806103223800;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.103, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.331;4.400;13.304;VALID;(-0.016, 0.086, 0.996);(0.034, 0.000, 0.000);0.325;4.262;13.131;0.3477807;0
1332163;1000007030619164574;63806103223800;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.104, 0.077, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.331;4.408;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.325;4.264;13.131;0.3488541;0
1332164;1000007030624166088;63806103223800;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.105, 0.077, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.332;4.415;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.325;4.267;13.131;0.3496195;0
1332165;1000007030629171031;63806103223818;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.105, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.070, 0.982);(-0.034, 0.000, 0.000);0.332;4.422;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.326;4.274;13.131;0.3501059;0
1332166;1000007030634172388;63806103223818;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.107, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.070, 0.982);(-0.034, 0.000, 0.000);0.333;4.424;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.326;4.279;13.131;0.3510614;0
1332167;1000007030639173605;63806103223818;(-0.467, 0.117, -0.166);(0.015, -0.045, 0.044, 0.998);VALID;(0.108, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.173, 0.070, 0.982);(-0.034, 0.000, 0.000);0.333;4.430;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.326;4.283;13.131;0.3522841;0
1332168;1000007030644174682;63806103223840;(-0.467, 0.117, -0.166);(0.016, -0.044, 0.044, 0.998);VALID;(0.108, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.173, 0.070, 0.982);(-0.034, 0.000, 0.000);0.334;4.438;13.304;VALID;(-0.016, 0.085, 0.996);(0.034, 0.000, 0.000);0.326;4.287;13.131;0.3532302;0
1332169;1000007030649175620;63806103223840;(-0.467, 0.117, -0.166);(0.016, -0.044, 0.044, 0.998);VALID;(0.108, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.172, 0.071, 0.983);(-0.034, 0.000, 0.000);0.334;4.448;13.304;VALID;(-0.017, 0.085, 0.996);(0.034, 0.000, 0.000);0.327;4.292;13.131;0.3541433;0
1332170;1000007030654179853;63806103223841;(-0.467, 0.117, -0.166);(0.016, -0.044, 0.044, 0.998);VALID;(0.107, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.071, 0.983);(-0.034, 0.000, 0.000);0.335;4.455;13.304;VALID;(-0.017, 0.086, 0.996);(0.034, 0.000, 0.000);0.327;4.296;13.131;0.3545617;0
1332171;1000007030659183936;63806103223841;(-0.467, 0.117, -0.166);(0.016, -0.044, 0.044, 0.998);VALID;(0.107, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.071, 0.983);(-0.034, 0.000, 0.000);0.335;4.458;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.328;4.301;13.131;0.3549079;0
1332172;1000007030664187951;63806103223841;(-0.467, 0.117, -0.166);(0.016, -0.044, 0.044, 0.998);VALID;(0.106, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.071, 0.983);(-0.034, 0.000, 0.000);0.335;4.459;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.328;4.305;13.131;0.3558206;0
1332173;1000007030669188600;63806103223860;(-0.467, 0.117, -0.166);(0.015, -0.044, 0.044, 0.998);VALID;(0.106, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.072, 0.983);(-0.034, 0.000, 0.000);0.335;4.460;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.328;4.310;13.131;0.3569662;0
1332174;1000007030674189382;63806103223860;(-0.467, 0.117, -0.166);(0.015, -0.044, 0.044, 0.998);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.072, 0.983);(-0.034, 0.000, 0.000);0.336;4.464;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.329;4.319;13.131;0.3578075;0
1332175;1000007030679190297;63806103223860;(-0.467, 0.117, -0.166);(0.015, -0.044, 0.044, 0.998);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.168, 0.072, 0.983);(-0.034, 0.000, 0.000);0.336;4.471;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.330;4.328;13.131;0.358887;0
1332176;1000007030684191344;63806103223880;(-0.467, 0.117, -0.166);(0.016, -0.043, 0.044, 0.998);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.168, 0.072, 0.983);(-0.034, 0.000, 0.000);0.337;4.479;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.330;4.333;13.131;0.3601958;0
1332177;1000007030689192522;63806103223880;(-0.467, 0.117, -0.166);(0.016, -0.043, 0.044, 0.998);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.167, 0.073, 0.983);(-0.034, 0.000, 0.000);0.337;4.486;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.330;4.339;13.131;0.3614205;0
1332178;1000007030694193832;63806103223880;(-0.467, 0.117, -0.166);(0.016, -0.043, 0.044, 0.998);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.166, 0.073, 0.983);(-0.034, 0.000, 0.000);0.338;4.495;13.304;VALID;(-0.018, 0.086, 0.996);(0.034, 0.000, 0.000);0.331;4.346;13.131;0.3624564;0
