Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
1331416;1000007026882656644;63806103220074;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.123, 0.067, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.241, 0.048, 0.969);(-0.034, 0.000, 0.000);0.296;3.936;13.304;VALID;(0.061, 0.086, 0.994);(0.034, 0.000, 0.000);0.297;3.894;13.131;0.3535149;0
1331417;1000007026887660501;63806103220074;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.123, 0.067, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.241, 0.048, 0.969);(-0.034, 0.000, 0.000);0.295;3.930;13.304;VALID;(0.061, 0.086, 0.994);(0.034, 0.000, 0.000);0.297;3.894;13.131;0.3526808;0
1331418;1000007026892664345;63806103220074;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.121, 0.067, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.295;3.927;13.304;VALID;(0.060, 0.086, 0.994);(0.034, 0.000, 0.000);0.297;3.894;13.131;0.3521284;0
1331419;1000007026897668176;63806103220074;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.120, 0.067, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.295;3.925;13.304;VALID;(0.060, 0.086, 0.994);(0.034, 0.000, 0.000);0.297;3.894;13.131;0.3517141;0
1331420;1000007026902671994;63806103220094;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.120, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.295;3.924;13.304;VALID;(0.060, 0.086, 0.994);(0.034, 0.000, 0.000);0.296;3.893;13.131;0.3516758;0
1331421;1000007026907675798;63806103220094;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.120, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.295;3.924;13.304;VALID;(0.060, 0.086, 0.994);(0.034, 0.000, 0.000);0.296;3.892;13.131;0.3516097;0
1331422;1000007026912679589;63806103220094;(-0.437, 0.121, -0.172);(0.000, 0.055, 0.035, 0.998);VALID;(0.119, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.295;3.922;13.304;VALID;(0.060, 0.086, 0.994);(0.034, 0.000, 0.000);0.296;3.891;13.131;0.3516017;0
1331423;1000007026917683366;63806103220114;(-0.437, 0.121, -0.172);(0.000, 0.056, 0.035, 0.998);VALID;(0.119, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.295;3.921;13.304;VALID;(0.060, 0.086, 0.994);(0.034, 0.000, 0.000);0.296;3.891;13.131;0.3516118;0
1331424;1000007026922687130;63806103220114;(-0.437, 0.121, -0.172);(0.000, 0.056, 0.035, 0.998);VALID;(0.116, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.294;3.918;13.304;VALID;(0.059, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.890;13.131;0.3500822;0
1331425;1000007026927687393;63806103220114;(-0.437, 0.121, -0.172);(0.000, 0.056, 0.035, 0.998);VALID;(0.114, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.294;3.913;13.304;VALID;(0.059, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.889;13.131;0.3498192;0
1331426;1000007026932687655;63806103220114;(-0.437, 0.121, -0.172);(0.000, 0.056, 0.035, 0.998);VALID;(0.114, 0.067, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.294;3.908;13.304;VALID;(0.058, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.887;13.131;0.3497374;0
1331427;1000007026937687915;63806103220114;(-0.437, 0.121, -0.172);(0.000, 0.056, 0.035, 0.998);VALID;(0.112, 0.068, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.294;3.905;13.304;VALID;(0.058, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.886;13.131;0.3481134;0
1331428;1000007026942688174;63806103220134;(-0.437, 0.121, -0.172);(0.001, 0.056, 0.035, 0.998);VALID;(0.112, 0.068, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.904;13.304;VALID;(0.057, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.884;13.131;0.3475654;0
1331429;1000007026947688432;63806103220134;(-0.437, 0.121, -0.172);(0.001, 0.056, 0.035, 0.998);VALID;(0.110, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.902;13.304;VALID;(0.057, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.883;13.131;0.3474383;0
1331430;1000007026952688688;63806103220134;(-0.437, 0.121, -0.172);(0.001, 0.056, 0.035, 0.998);VALID;(0.109, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.901;13.304;VALID;(0.057, 0.086, 0.995);(0.034, 0.000, 0.000);0.296;3.882;13.131;0.3474157;0
1331431;1000007026957688970;63806103220134;(-0.437, 0.121, -0.172);(0.001, 0.056, 0.035, 0.998);VALID;(0.109, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.900;13.304;VALID;(0.057, 0.086, 0.995);(0.034, 0.000, 0.000);0.295;3.879;13.131;0.3474769;0
1331432;1000007026962689359;63806103220151;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.107, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.898;13.304;VALID;(0.057, 0.085, 0.995);(0.034, 0.000, 0.000);0.295;3.877;13.131;0.3476532;0
1331433;1000007026967689746;63806103220152;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.106, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.896;13.304;VALID;(0.057, 0.085, 0.995);(0.034, 0.000, 0.000);0.295;3.875;13.131;0.3479086;0
1331434;1000007026972690131;63806103220152;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.105, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.894;13.304;VALID;(0.057, 0.085, 0.995);(0.034, 0.000, 0.000);0.295;3.873;13.131;0.3480009;0
1331435;1000007026977693975;63806103220171;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.104, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.047, 0.970);(-0.034, 0.000, 0.000);0.293;3.892;13.304;VALID;(0.056, 0.084, 0.995);(0.034, 0.000, 0.000);0.295;3.870;13.131;0.3480673;0
1331436;1000007026982697806;63806103220171;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.104, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.239, 0.047, 0.970);(-0.034, 0.000, 0.000);0.292;3.890;13.304;VALID;(0.056, 0.084, 0.995);(0.034, 0.000, 0.000);0.295;3.868;13.131;0.3484782;0
1331437;1000007026987701623;63806103220171;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.103, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.239, 0.047, 0.970);(-0.034, 0.000, 0.000);0.292;3.887;13.304;VALID;(0.056, 0.084, 0.995);(0.034, 0.000, 0.000);0.294;3.864;13.131;0.3487073;0
1331438;1000007026992705427;63806103220171;(-0.437, 0.121, -0.172);(0.000, 0.057, 0.035, 0.998);VALID;(0.102, 0.067, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.240, 0.048, 0.970);(-0.034, 0.000, 0.000);0.292;3.889;13.304;VALID;(0.056, 0.084, 0.995);(0.034, 0.000, 0.000);0.294;3.855;13.131;0.3468011;0
1331439;1000007026997709217;63806103220192;(-0.436, 0.121, -0.172);(0.000, 0.058, 0.035, 0.998);VALID;(0.102, 0.067, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.241, 0.048, 0.969);(-0.034, 0.000, 0.000);0.292;3.884;13.304;VALID;(0.057, 0.084, 0.995);(0.034, 0.000, 0.000);0.293;3.843;13.131;0.3466035;0
1331440;1000007027002712994;63806103220192;(-0.436, 0.121, -0.172);(0.000, 0.058, 0.035, 0.998);VALID;(0.103, 0.068, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.242, 0.048, 0.969);(-0.034, 0.000, 0.000);0.292;3.883;13.304;VALID;(0.058, 0.085, 0.995);(0.034, 0.000, 0.000);0.293;3.845;13.131;0.3456653;0
1331441;1000007027007716758;63806103220192;(-0.436, 0.121, -0.172);(0.000, 0.058, 0.035, 0.998);VALID;(0.105, 0.068, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.244, 0.048, 0.968);(-0.034, 0.000, 0.000);0.292;3.882;13.304;VALID;(0.060, 0.085, 0.995);(0.034, 0.000, 0.000);0.293;3.846;13.131;0.3452312;0
1331442;1000007027012720509;63806103220192;(-0.436, 0.121, -0.172);(0.000, 0.058, 0.035, 0.998);VALID;(0.106, 0.068, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.247, 0.049, 0.968);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.062, 0.085, 0.994);(0.034, 0.000, 0.000);0.293;3.846;13.131;0.3448591;0
1331443;1000007027017720841;63806103220212;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.035, 0.998);VALID;(0.106, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.250, 0.049, 0.967);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.065, 0.085, 0.994);(0.034, 0.000, 0.000);0.293;3.845;13.131;0.3448288;0
1331444;1000007027022721171;63806103220212;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.035, 0.998);VALID;(0.107, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.252, 0.049, 0.967);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.068, 0.086, 0.994);(0.034, 0.000, 0.000);0.293;3.844;13.131;0.3458654;0
1331445;1000007027027721527;63806103220212;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.035, 0.998);VALID;(0.108, 0.069, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.254, 0.049, 0.966);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.070, 0.086, 0.994);(0.034, 0.000, 0.000);0.293;3.843;13.131;0.3459907;0
1331446;1000007027032721882;63806103220212;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.035, 0.998);VALID;(0.110, 0.070, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.257, 0.050, 0.965);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.073, 0.086, 0.994);(0.034, 0.000, 0.000);0.293;3.841;13.131;0.3461677;0
1331447;1000007027037722235;63806103220228;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.034, 0.998);VALID;(0.111, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.258, 0.050, 0.965);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.075, 0.087, 0.993);(0.034, 0.000, 0.000);0.292;3.840;13.131;0.3464243;0.1514228
1331448;1000007027042722587;63806103220228;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.034, 0.998);VALID;(0.112, 0.070, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.260, 0.050, 0.964);(-0.034, 0.000, 0.000);0.292;3.881;13.304;VALID;(0.077, 0.087, 0.993);(0.034, 0.000, 0.000);0.292;3.839;13.131;0.3469539;0.2888244
1331449;1000007027047722938;63806103220228;(-0.436, 0.121, -0.172);(0.000, 0.059, 0.034, 0.998);VALID;(0.113, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.261, 0.050, 0.964);(-0.034, 0.000, 0.000);0.291;3.877;13.304;VALID;(0.079, 0.087, 0.993);(0.034, 0.000, 0.000);0.292;3.838;13.131;0.3491457;0.3573473
1331450;1000007027052723315;63806103220248;(-0.436, 0.121, -0.172);(0.000, 0.061, 0.034, 0.998);VALID;(0.115, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.261, 0.051, 0.964);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.081, 0.087, 0.993);(0.034, 0.000, 0.000);0.292;3.836;13.131;0.3509627;0.3392623
1331451;1000007027057723690;63806103220248;(-0.436, 0.121, -0.172);(0.000, 0.061, 0.034, 0.998);VALID;(0.116, 0.071, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.262, 0.051, 0.964);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.082, 0.088, 0.993);(0.034, 0.000, 0.000);0.292;3.835;13.131;0.3521113;0.4031977
1331452;1000007027062724064;63806103220248;(-0.436, 0.121, -0.172);(0.000, 0.061, 0.034, 0.998);VALID;(0.118, 0.071, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.262, 0.051, 0.964);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.084, 0.088, 0.993);(0.034, 0.000, 0.000);0.292;3.834;13.131;0.3539079;0.4058135
1331453;1000007027067724437;63806103220248;(-0.436, 0.121, -0.172);(0.000, 0.061, 0.034, 0.998);VALID;(0.119, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.264, 0.051, 0.963);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.085, 0.088, 0.992);(0.034, 0.000, 0.000);0.292;3.833;13.131;0.3540615;0.3936438
1331454;1000007027072728269;63806103220268;(-0.436, 0.121, -0.172);(-0.001, 0.061, 0.034, 0.998);VALID;(0.119, 0.072, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.265, 0.052, 0.963);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.086, 0.088, 0.992);(0.034, 0.000, 0.000);0.292;3.832;13.131;0.3535235;0.3599896
1331455;1000007027077732088;63806103220268;(-0.436, 0.121, -0.172);(-0.001, 0.061, 0.034, 0.998);VALID;(0.120, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.266, 0.052, 0.963);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.086, 0.088, 0.992);(0.034, 0.000, 0.000);0.292;3.831;13.131;0.3523993;0.377784
1331456;1000007027082735893;63806103220268;(-0.436, 0.121, -0.172);(-0.001, 0.061, 0.034, 0.998);VALID;(0.120, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.053, 0.962);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.086, 0.089, 0.992);(0.034, 0.000, 0.000);0.292;3.830;13.131;0.3509423;0.4563757
1331457;1000007027087739685;63806103220268;(-0.436, 0.121, -0.172);(-0.001, 0.061, 0.034, 0.998);VALID;(0.120, 0.073, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.053, 0.962);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.086, 0.089, 0.992);(0.034, 0.000, 0.000);0.292;3.828;13.131;0.3496256;0.5257187
1331458;1000007027092743463;63806103220290;(-0.435, 0.121, -0.172);(-0.001, 0.062, 0.034, 0.997);VALID;(0.119, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.053, 0.962);(-0.034, 0.000, 0.000);0.291;3.875;13.304;VALID;(0.086, 0.089, 0.992);(0.034, 0.000, 0.000);0.291;3.827;13.131;0.3472029;0.570143
1331459;1000007027097747229;63806103220290;(-0.435, 0.121, -0.172);(-0.001, 0.062, 0.034, 0.997);VALID;(0.119, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.053, 0.962);(-0.034, 0.000, 0.000);0.291;3.874;13.304;VALID;(0.086, 0.089, 0.992);(0.034, 0.000, 0.000);0.291;3.826;13.131;0.3467463;0.6430673
1331460;1000007027102750982;63806103220290;(-0.435, 0.121, -0.172);(-0.001, 0.062, 0.034, 0.997);VALID;(0.119, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.053, 0.962);(-0.034, 0.000, 0.000);0.291;3.873;13.304;VALID;(0.086, 0.089, 0.992);(0.034, 0.000, 0.000);0.291;3.826;13.131;0.3466376;0.7318712
1331461;1000007027107751288;63806103220290;(-0.435, 0.121, -0.172);(-0.001, 0.062, 0.034, 0.997);VALID;(0.120, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.873;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.825;13.131;0.3458542;0.7419298
1331462;1000007027112751728;63806103220290;(-0.435, 0.121, -0.172);(-0.001, 0.062, 0.034, 0.997);VALID;(0.120, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.873;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.825;13.131;0.3453737;0.7358198
1331463;1000007027117752167;63806103220307;(-0.435, 0.121, -0.172);(-0.001, 0.063, 0.034, 0.997);VALID;(0.119, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.872;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.825;13.131;0.3453146;0.6835501
1331464;1000007027122752604;63806103220307;(-0.435, 0.121, -0.172);(-0.001, 0.063, 0.034, 0.997);VALID;(0.120, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.269, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.871;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.824;13.131;0.3450372;0.5869128
1331465;1000007027127753040;63806103220307;(-0.435, 0.121, -0.172);(-0.001, 0.063, 0.034, 0.997);VALID;(0.120, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.268, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.871;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.822;13.131;0.3455005;0.5588548
1331466;1000007027132753474;63806103220326;(-0.435, 0.121, -0.172);(-0.001, 0.064, 0.034, 0.997);VALID;(0.120, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.268, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.871;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.820;13.131;0.3458479;0.5025209
1331467;1000007027137753907;63806103220326;(-0.435, 0.121, -0.172);(-0.001, 0.064, 0.034, 0.997);VALID;(0.121, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.268, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.871;13.304;VALID;(0.085, 0.090, 0.992);(0.034, 0.000, 0.000);0.291;3.819;13.131;0.3465848;0.5074106
1331468;1000007027142754339;63806103220327;(-0.435, 0.121, -0.172);(-0.001, 0.064, 0.034, 0.997);VALID;(0.121, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.872;13.304;VALID;(0.085, 0.089, 0.992);(0.034, 0.000, 0.000);0.291;3.818;13.131;0.3470937;0.3660475
1331469;1000007027147754715;63806103220327;(-0.435, 0.121, -0.172);(-0.001, 0.064, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.874;13.304;VALID;(0.085, 0.089, 0.992);(0.034, 0.000, 0.000);0.291;3.815;13.131;0.3471098;0.2117315
1331470;1000007027152755062;63806103220346;(-0.435, 0.121, -0.172);(-0.001, 0.066, 0.034, 0.997);VALID;(0.123, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.875;13.304;VALID;(0.085, 0.089, 0.992);(0.034, 0.000, 0.000);0.290;3.813;13.131;0.3472086;0.2011611
1331471;1000007027157755408;63806103220346;(-0.435, 0.121, -0.172);(-0.001, 0.066, 0.034, 0.997);VALID;(0.124, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.085, 0.089, 0.992);(0.034, 0.000, 0.000);0.290;3.810;13.131;0.3474087;0.1696695
1331472;1000007027162759213;63806103220346;(-0.435, 0.121, -0.172);(-0.001, 0.066, 0.034, 0.997);VALID;(0.124, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.876;13.304;VALID;(0.085, 0.089, 0.992);(0.034, 0.000, 0.000);0.290;3.804;13.131;0.3472776;0.0361129
1331473;1000007027167763005;63806103220346;(-0.435, 0.121, -0.172);(-0.001, 0.066, 0.034, 0.997);VALID;(0.123, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.875;13.304;VALID;(0.084, 0.089, 0.992);(0.034, 0.000, 0.000);0.289;3.800;13.131;0.3467885;0
1331474;1000007027172766784;63806103220368;(-0.435, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.123, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.872;13.304;VALID;(0.084, 0.089, 0.992);(0.034, 0.000, 0.000);0.289;3.799;13.131;0.3470057;0
1331475;1000007027177770550;63806103220368;(-0.435, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.267, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.870;13.304;VALID;(0.083, 0.090, 0.992);(0.034, 0.000, 0.000);0.289;3.799;13.131;0.3460908;0
1331476;1000007027182774303;63806103220368;(-0.435, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.266, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.870;13.304;VALID;(0.083, 0.090, 0.992);(0.034, 0.000, 0.000);0.289;3.798;13.131;0.3460855;0
1331477;1000007027187778043;63806103220368;(-0.435, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.266, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.869;13.304;VALID;(0.083, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.797;13.131;0.3455874;0
1331478;1000007027192781770;63806103220385;(-0.434, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.266, 0.054, 0.962);(-0.034, 0.000, 0.000);0.291;3.869;13.304;VALID;(0.082, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.797;13.131;0.3449195;0
1331479;1000007027197785485;63806103220385;(-0.434, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.266, 0.054, 0.963);(-0.034, 0.000, 0.000);0.291;3.869;13.304;VALID;(0.082, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.796;13.131;0.3443728;0
1331480;1000007027202785861;63806103220385;(-0.434, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.266, 0.054, 0.963);(-0.034, 0.000, 0.000);0.291;3.868;13.304;VALID;(0.082, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.794;13.131;0.344673;0
1331481;1000007027207786371;63806103220385;(-0.434, 0.121, -0.172);(0.000, 0.067, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.265, 0.054, 0.963);(-0.034, 0.000, 0.000);0.291;3.868;13.304;VALID;(0.081, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.792;13.131;0.3446539;0
1331482;1000007027212786880;63806103220404;(-0.434, 0.121, -0.172);(0.000, 0.068, 0.034, 0.997);VALID;(0.123, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.265, 0.053, 0.963);(-0.034, 0.000, 0.000);0.291;3.868;13.304;VALID;(0.081, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.790;13.131;0.3448405;0
1331483;1000007027217787387;63806103220404;(-0.434, 0.121, -0.172);(0.000, 0.068, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.264, 0.053, 0.963);(-0.034, 0.000, 0.000);0.291;3.866;13.304;VALID;(0.080, 0.090, 0.993);(0.034, 0.000, 0.000);0.289;3.788;13.131;0.3440027;0
1331484;1000007027222787892;63806103220404;(-0.434, 0.121, -0.172);(0.000, 0.068, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.264, 0.054, 0.963);(-0.034, 0.000, 0.000);0.290;3.864;13.304;VALID;(0.079, 0.090, 0.993);(0.034, 0.000, 0.000);0.288;3.787;13.131;0.3428351;0
1331485;1000007027227788395;63806103220404;(-0.434, 0.121, -0.172);(0.000, 0.068, 0.034, 0.997);VALID;(0.122, 0.074, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.264, 0.054, 0.963);(-0.034, 0.000, 0.000);0.290;3.862;13.304;VALID;(0.078, 0.090, 0.993);(0.034, 0.000, 0.000);0.288;3.786;13.131;0.3424589;0
